Município;Taxa_de_desemprego_16a_e+;População_desocupada_16a_e+;População_econom_ativa_16a_e+
291400 IPIRA;8,88;2136;24044
291410 IPUPIARA;12,94;466;3601
291420 IRAJUBA;9,91;295;2976
291430 IRAMAIA;6,64;295;4446
291440 IRAQUARA;9,03;778;8617
291450 IRARA;5,46;776;14216
291460 IRECE;8,42;2547;30247
291465 ITABELA;12,31;1445;11739
291470 ITABERABA;12,48;3466;27772
291480 ITABUNA;13,54;13104;96772
291490 ITACARE;8,16;832;10196
291500 ITAETE;10,49;541;5158
291510 ITAGI;9,9;458;4627
291520 ITAGIBA;18,97;1092;5756
291530 ITAGIMIRIM;14,79;424;2867
291535 ITAGUACU DA BAHIA;5,58;342;6125
291540 ITAJU DO COLONIA;13,38;400;2989
291550 ITAJUIPE;11,67;994;8515
291560 ITAMARAJU;10,73;2920;27203
291570 ITAMARI;9,94;340;3420
291580 ITAMBE;8,08;787;9743
291590 ITANAGRA;15,68;451;2877
291600 ITANHEM;8,18;710;8680
291610 ITAPARICA;16,59;1463;8821
291620 ITAPE;19,82;839;4234
291630 ITAPEBI;14,55;541;3719
291640 ITAPETINGA;7,56;2502;33091
291650 ITAPICURU;10,27;1347;13117
291660 ITAPITANGA;15,56;551;3540
291670 ITAQUARA;12,32;378;3068
291680 ITARANTIM;12,4;976;7872
291685 ITATIM;11,26;674;5986
291690 ITIRUCU;11,68;629;5383
291700 ITIUBA;4,94;665;13457
291710 ITORORO;7,34;611;8328
291720 ITUACU;7,17;567;7903
291730 ITUBERA;7,39;902;12207
291733 IUIU;11,82;556;4704
291735 JABORANDI;18,46;669;3625
291740 JACARACI;4,92;321;6528
291750 JACOBINA;9,07;3417;37659
291760 JAGUAQUARA;8,29;1779;21466
291770 JAGUARARI;9,88;1143;11567
291780 JAGUARIPE;4,89;378;7726
291790 JANDAIRA;10,17;369;3627
291800 JEQUIE;10,34;7140;69032
291810 JEREMOABO;4,2;696;16572
291820 JIQUIRICA;4,17;279;6698
291830 JITAUNA;12,73;660;5183
291835 JOAO DOURADO;6,5;598;9193
291840 JUAZEIRO;10,82;9457;87364
291845 JUCURUCU;5,41;159;2937
291850 JUSSARA;6,84;390;5698
291855 JUSSARI;15,41;362;2349
291860 JUSSIAPE;3,07;113;3677
291870 LAFAIETE COUTINHO;11,79;214;1815
291875 LAGOA REAL;4,28;259;6057
291880 LAJE;3,77;396;10497
291890 LAJEDAO;8,43;134;1589
291900 LAJEDINHO;12,34;187;1515
291905 LAJEDO DO TABOCAL;9,05;316;3490
291910 LAMARAO;7,09;264;3722
291915 LAPAO;8,71;919;10549
291920 LAURO DE FREITAS;10,98;9514;86645
291930 LENCOIS;9,52;437;4588
291940 LICINIO DE ALMEIDA;4,41;249;5642
291950 LIVRAMENTO DE NOSSA SENHORA;6,84;1143;16708
291955 LUIS EDUARDO MAGALHAES;7,05;2188;31035
291960 MACAJUBA;12,51;477;3813
291970 MACARANI;8,46;611;7219
291980 MACAUBAS;7,8;1419;18189
291990 MACURURE;9,51;305;3207
291992 MADRE DE DEUS;24,5;1923;7849
291995 MAETINGA;3,27;106;3237
292000 MAIQUINIQUE;12,7;479;3773
292010 MAIRI;6,23;536;8605
292020 MALHADA;6,57;386;5878
292030 MALHADA DE PEDRAS;4,42;147;3327
292040 MANOEL VITORINO;7,32;411;5615
292045 MANSIDAO;8,65;332;3838
292050 MARACAS;8,43;923;10948
292060 MARAGOGIPE;10,12;1921;18985
292070 MARAU;5,75;429;7459
292080 MARCIONILIO SOUZA;18,75;665;3547
292090 MASCOTE;15,59;725;4649
292100 MATA DE SAO JOAO;14,14;2430;17186
292105 MATINA;5,87;237;4038
292110 MEDEIROS NETO;10,74;959;8926
292120 MIGUEL CALMON;9,13;1069;11705
292130 MILAGRES;13,95;604;4329
292140 MIRANGABA;8,53;527;6177
292145 MIRANTE;6,65;266;3998
292150 MONTE SANTO;4,87;971;19939
292160 MORPARA;13,65;398;2916
292170 MORRO DO CHAPEU;8,31;1196;14395
292180 MORTUGABA;5,33;336;6309
292190 MUCUGE;10,36;478;4613
292200 MUCURI;8,98;1394;15518
292205 MULUNGU DO MORRO;7,28;381;5231
292210 MUNDO NOVO;9,14;877;9598
292220 MUNIZ FERREIRA;11,37;360;3165
292225 MUQUEM DE SAO FRANCISCO;12,68;466;3676
292230 MURITIBA;16,74;2125;12695
292240 MUTUIPE;6,49;639;9846
292250 NAZARE;12,21;1472;12058
292260 NILO PECANHA;4,36;216;4954
292265 NORDESTINA;9,54;422;4423
292270 NOVA CANAA;6,99;474;6778
292273 NOVA FATIMA;7,67;260;3391
292275 NOVA IBIA;5,13;151;2943
292280 NOVA ITARANA;18,98;448;2360
292285 NOVA REDENCAO;15,79;529;3351
292290 NOVA SOURE;7,37;663;8996
292300 NOVA VICOSA;11,28;1899;16832
292303 NOVO HORIZONTE;9,16;362;3952
292305 NOVO TRIUNFO;17,18;1039;6047
292310 OLINDINA;6,83;565;8268
292320 OLIVEIRA DOS BREJINHOS;15,46;1001;6474
292330 OURICANGAS;5,82;238;4092
292335 OUROLANDIA;5,34;376;7044
292340 PALMAS DE MONTE ALTO;6,45;568;8809
292350 PALMEIRAS;8,4;307;3655
292360 PARAMIRIM;10,19;975;9567
292370 PARATINGA;8,94;931;10412
292380 PARIPIRANGA;4,11;418;10164
292390 PAU BRASIL;6,5;235;3613
292400 PAULO AFONSO;9,8;4517;46081
292405 PE DE SERRA;7,74;473;6110
292410 PEDRAO;8,47;240;2834
292420 PEDRO ALEXANDRE;5,17;326;6311
292430 PIATA;6,66;447;6709
292440 PILAO ARCADO;8,28;877;10586
292450 PINDAI;5,14;364;7085
292460 PINDOBACU;9,64;766;7943
292465 PINTADAS;7,64;342;4479
292467 PIRAI DO NORTE;5,17;210;4065
292470 PIRIPA;9,98;429;4297
292480 PIRITIBA;9,17;793;8644
292490 PLANALTINO;6,67;271;4066
292500 PLANALTO;10,18;1062;10432
292510 POCOES;14,09;2553;18115
292520 POJUCA;20,22;3037;15018
292525 PONTO NOVO;11,27;686;6086
292530 PORTO SEGURO;9,83;6098;62008
292540 POTIRAGUA;13,55;584;4309
292550 PRADO;10,23;1253;12249
292560 PRESIDENTE DUTRA;4,06;191;4700
292570 PRESIDENTE JANIO QUADROS;8,97;461;5141
292575 PRESIDENTE TANCREDO NEVES;3,86;420;10894
292580 QUEIMADAS;11,88;1221;10275
292590 QUIJINGUE;4,17;423;10142
292593 QUIXABEIRA;5,24;223;4255
292595 RAFAEL JAMBEIRO;7,72;703;9108
292600 REMANSO;7,39;1216;16464
292610 RETIROLANDIA;8,94;507;5669
292620 RIACHAO DAS NEVES;13,89;953;6862
292630 RIACHAO DO JACUIPE;9,9;1470;14845
292640 RIACHO DE SANTANA;8,24;1047;12706
292650 RIBEIRA DO AMPARO;4,14;226;5460
292660 RIBEIRA DO POMBAL;8,17;1629;19927
292665 RIBEIRAO DO LARGO;6,05;213;3521
292670 RIO DE CONTAS;5,35;267;4994
292680 RIO DO ANTONIO;4,28;253;5906
292690 RIO DO PIRES;6,57;291;4429
292700 RIO REAL;4,07;656;16099
292710 RODELAS;10,97;295;2689
292720 RUY BARBOSA;13,48;1651;12251
292730 SALINAS DA MARGARIDA;5,48;353;6436
292740 SALVADOR;12,72;180403;1418296
292750 SANTA BARBARA;10,24;774;7560
292760 SANTA BRIGIDA;4,48;296;6602
292770 SANTA CRUZ CABRALIA;12,92;1507;11662
292780 SANTA CRUZ DA VITORIA;11,42;229;2006
292790 SANTA INES;12,9;549;4255
292800 SANTALUZ;9,72;1460;15028
292805 SANTA LUZIA;7,19;374;5204
292810 SANTA MARIA DA VITORIA;7,23;1186;16414
292820 SANTANA;11,17;1172;10490
292830 SANTANOPOLIS;6,33;251;3968
292840 SANTA RITA DE CASSIA;6,32;651;10294
292850 SANTA TERESINHA;11,11;398;3581
292860 SANTO AMARO;13,39;3312;24735
292870 SANTO ANTONIO DE JESUS;10,48;4891;46687
292880 SANTO ESTEVAO;10,83;2450;22622
292890 SAO DESIDERIO;5,47;559;10219
292895 SAO DOMINGOS;7,82;375;4794
292900 SAO FELIX;13,31;882;6629
292905 SAO FELIX DO CORIBE;8,05;434;5389
292910 SAO FELIPE;7,15;656;9173
292920 SAO FRANCISCO DO CONDE;25,48;3963;15553
292925 SAO GABRIEL;6,8;490;7208
292930 SAO GONCALO DOS CAMPOS;12,87;2009;15611
292935 SAO JOSE DA VITORIA;11;219;1991
292937 SAO JOSE DO JACUIPE;8,45;368;4355
292940 SAO MIGUEL DAS MATAS;3,85;200;5196
292950 SAO SEBASTIAO DO PASSE;17,53;3209;18302
292960 SAPEACU;10,67;785;7360
292970 SATIRO DIAS;5,02;420;8371
292975 SAUBARA;9,71;489;5035
292980 SAUDE;15;736;4906
292990 SEABRA;7,16;1349;18846
293000 SEBASTIAO LARANJEIRAS;5,16;224;4344
293010 SENHOR DO BONFIM;11,13;3516;31585
293015 SERRA DO RAMALHO;11,83;1183;9999
293020 SENTO SE;8,57;1198;13986
293030 SERRA DOURADA;10,92;765;7005
293040 SERRA PRETA;9,83;611;6218
293050 SERRINHA;9,82;3429;34904
293060 SERROLANDIA;8,65;498;5758
293070 SIMOES FILHO;17,83;9806;54996
293075 SITIO DO MATO;9,65;324;3359
293076 SITIO DO QUINTO;6,1;316;5182
293077 SOBRADINHO;12,63;1059;8382
293080 SOUTO SOARES;3,67;235;6398
293090 TABOCAS DO BREJO VELHO;7,47;303;4058
293100 TANHACU;7,99;700;8763
293105 TANQUE NOVO;5,09;392;7701
293110 TANQUINHO;8,36;244;2919
293120 TAPEROA;5,41;435;8037
293130 TAPIRAMUTA;13,97;868;6214
293135 TEIXEIRA DE FREITAS;10,45;6988;66880
293140 TEODORO SAMPAIO;17,13;497;2902
293150 TEOFILANDIA;5,9;524;8880
293160 TEOLANDIA;8,17;503;6158
293170 TERRA NOVA;16,93;812;4796
293180 TREMEDAL;10,85;690;6360
293190 TUCANO;8,84;1942;21969
293200 UAUA;7,12;673;9449
293210 UBAIRA;7,98;735;9210
293220 UBAITABA;8,45;709;8390
293230 UBATA;18,19;1824;10025
293240 UIBAI;7,51;410;5462
293245 UMBURANAS;19,34;1092;5646
293250 UNA;14,52;1481;10199
293260 URANDI;10,44;646;6189
293270 URUCUCA;14,43;1175;8142
293280 UTINGA;7,52;579;7696
293290 VALENCA;10,77;4542;42187
293300 VALENTE;6,62;830;12537
293305 VARZEA DA ROCA;9,19;564;6135
293310 VARZEA DO POCO;7,79;294;3773
293315 VARZEA NOVA;8,93;500;5596
293317 VARZEDO;7,24;321;4436
293320 VERA CRUZ;13,18;2108;15999
293325 VEREDA;4,83;119;2463
293330 VITORIA DA CONQUISTA;9,11;13615;149371
293340 WAGNER;8,61;334;3879
293345 WANDERLEY;9,56;471;4925
293350 WENCESLAU GUIMARAES;7,02;680;9684
293360 XIQUE-XIQUE;11,14;1939;17412
310010 ABADIA DOS DOURADOS;3,79;128;3375
310020 ABAETE;4,44;497;11190
310030 ABRE CAMPO;3,18;196;6157
310040 ACAIACA;21,77;356;1635
310050 ACUCENA;4,75;187;3940
310060 AGUA BOA;4,64;314;6764
310070 AGUA COMPRIDA;2,72;29;1066
310080 AGUANIL;5,28;106;2007
310090 AGUAS FORMOSAS;7,71;645;8365
310100 AGUAS VERMELHAS;6,74;321;4761
310110 AIMORES;7,02;793;11303
310120 AIURUOCA;3,74;120;3209
310130 ALAGOA;4,03;54;1339
310140 ALBERTINA;2,03;33;1629
310150 ALEM PARAIBA;7,63;1265;16577
310160 ALFENAS;6,87;2605;37921
310163 ALFREDO VASCONCELOS;6,35;175;2754
310170 ALMENARA;10,96;1936;17666
310180 ALPERCATA;10,57;301;2847
310190 ALPINOPOLIS;5,05;461;9132
310200 ALTEROSA;3,83;260;6783
310205 ALTO CAPARAO;2,81;83;2952
310210 ALTO RIO DOCE;3,52;176;4996
310220 ALVARENGA;6,18;94;1521
310230 ALVINOPOLIS;6,6;454;6884
310240 ALVORADA DE MINAS;12,45;153;1229
310250 AMPARO DO SERRA;5,98;126;2107
310260 ANDRADAS;2,31;493;21298
310270 CACHOEIRA DE PAJEU;9,84;337;3426
310280 ANDRELANDIA;5,45;305;5598
310285 ANGELANDIA;5,54;211;3807
310290 ANTONIO CARLOS;9,84;485;4928
310300 ANTONIO DIAS;8,12;289;3561
310310 ANTONIO PRADO DE MINAS;2,51;19;756
310320 ARACAI;5,13;54;1052
310330 ARACITABA;10,38;79;761
310340 ARACUAI;7,41;1102;14869
310350 ARAGUARI;4,98;2835;56905
310360 ARANTINA;4,88;51;1045
310370 ARAPONGA;2,24;90;4018
310375 ARAPORA;4,81;135;2806
310380 ARAPUA;2,57;37;1437
310390 ARAUJOS;1,63;73;4485
310400 ARAXA;5,68;2851;50193
310410 ARCEBURGO;4,48;219;4885
310420 ARCOS;6,18;1162;18790
310430 AREADO;4,37;304;6952
310440 ARGIRITA;4,63;62;1339
310445 ARICANDUVA;6,96;148;2127
310450 ARINOS;7,05;528;7490
310460 ASTOLFO DUTRA;2,23;145;6512
310470 ATALEIA;4,05;245;6049
310480 AUGUSTO DE LIMA;8,52;194;2278
310490 BAEPENDI;3,2;273;8526
310500 BALDIM;8,57;307;3584
310510 BAMBUI;2,86;341;11942
310520 BANDEIRA;5,21;101;1939
310530 BANDEIRA DO SUL;3,89;118;3032
310540 BARAO DE COCAIS;9,02;1179;13066
310550 BARAO DE MONTE ALTO;6,79;135;1988
310560 BARBACENA;9,84;5702;57931
310570 BARRA LONGA;17,82;460;2582
310590 BARROSO;9,75;874;8965
310600 BELA VISTA DE MINAS;17,77;779;4384
310610 BELMIRO BRAGA;6,84;107;1564
310620 BELO HORIZONTE;6,21;81049;1305918
310630 BELO ORIENTE;14,39;1492;10365
310640 BELO VALE;4,41;140;3177
310650 BERILO;6,59;324;4917
310660 BERTOPOLIS;4,94;91;1841
310665 BERIZAL;11,96;221;1848
310670 BETIM;9,12;18034;197756
310680 BIAS FORTES;4,38;86;1963
310690 BICAS;5,48;316;5770
310700 BIQUINHAS;3,05;35;1146
310710 BOA ESPERANCA;5,35;982;18344
310720 BOCAINA DE MINAS;4;105;2622
310730 BOCAIUVA;10,98;2454;22351
310740 BOM DESPACHO;5,52;1340;24266
310750 BOM JARDIM DE MINAS;7,05;201;2852
310760 BOM JESUS DA PENHA;1,65;34;2062
310770 BOM JESUS DO AMPARO;4,99;133;2663
310780 BOM JESUS DO GALHO;8,52;488;5728
310790 BOM REPOUSO;2,47;133;5383
310800 BOM SUCESSO;3,89;309;7950
310810 BONFIM;3,52;102;2897
310820 BONFINOPOLIS DE MINAS;4,41;110;2495
310825 BONITO DE MINAS;9,41;326;3463
310830 BORDA DA MATA;1,98;173;8717
310840 BOTELHOS;4,42;347;7849
310850 BOTUMIRIM;9,64;257;2667
310855 BRASILANDIA DE MINAS;6,78;446;6578
310860 BRASILIA DE MINAS;8,71;1203;13811
310870 BRAS PIRES;6,17;106;1719
310880 BRAUNAS;11,68;242;2072
310890 BRAZOPOLIS;6,15;429;6973
310900 BRUMADINHO;6,69;1179;17629
310910 BUENO BRANDAO;1,93;115;5968
310920 BUENOPOLIS;8,9;426;4784
310925 BUGRE;7,18;105;1462
310930 BURITIS;6,89;720;10456
310940 BURITIZEIRO;11,25;1369;12169
310945 CABECEIRA GRANDE;8,12;240;2955
310950 CABO VERDE;2,51;185;7367
310960 CACHOEIRA DA PRATA;10,07;191;1896
310970 CACHOEIRA DE MINAS;5,3;281;5302
310980 CACHOEIRA DOURADA;4,84;61;1261
310990 CAETANOPOLIS;8,83;454;5140
311000 CAETE;7,82;1467;18769
311010 CAIANA;4,54;112;2466
311020 CAJURI;1,02;17;1673
311030 CALDAS;4,42;317;7177
311040 CAMACHO;3,42;50;1464
311050 CAMANDUCAIA;4,44;486;10958
311060 CAMBUI;4,68;668;14283
311070 CAMBUQUIRA;6,11;388;6350
311080 CAMPANARIO;12,5;180;1440
311090 CAMPANHA;4,73;376;7948
311100 CAMPESTRE;2,27;260;11472
311110 CAMPINA VERDE;4,73;434;9168
311115 CAMPO AZUL;4,94;80;1620
311120 CAMPO BELO;5,39;1397;25937
311130 CAMPO DO MEIO;6,07;346;5703
311140 CAMPO FLORIDO;6,54;227;3472
311150 CAMPOS ALTOS;3,62;269;7422
311160 CAMPOS GERAIS;2,44;344;14089
311170 CANAA;1,65;37;2243
311180 CANAPOLIS;5,98;354;5924
311190 CANA VERDE;4,3;114;2651
311200 CANDEIAS;3,44;265;7698
311205 CANTAGALO;9,45;166;1757
311210 CAPARAO;1,7;41;2413
311220 CAPELA NOVA;3,08;65;2112
311230 CAPELINHA;5,09;849;16677
311240 CAPETINGA;4,4;151;3434
311250 CAPIM BRANCO;6,27;262;4178
311260 CAPINOPOLIS;9,75;750;7696
311265 CAPITAO ANDRADE;6,36;126;1982
311270 CAPITAO ENEAS;12,81;698;5449
311280 CAPITOLIO;1,87;83;4450
311290 CAPUTIRA;5,67;230;4055
311300 CARAI;8,81;758;8603
311310 CARANAIBA;5,36;70;1307
311320 CARANDAI;10,21;1108;10847
311330 CARANGOLA;6,62;1076;16257
311340 CARATINGA;6,81;2572;37757
311350 CARBONITA;5,3;228;4298
311360 CAREACU;6,2;186;3000
311370 CARLOS CHAGAS;8,49;667;7853
311380 CARMESIA;3,41;35;1027
311390 CARMO DA CACHOEIRA;4;242;6047
311400 CARMO DA MATA;3,79;204;5383
311410 CARMO DE MINAS;4,46;281;6294
311420 CARMO DO CAJURU;4,34;455;10482
311430 CARMO DO PARANAIBA;3,94;562;14259
311440 CARMO DO RIO CLARO;3,86;411;10656
311450 CARMOPOLIS DE MINAS;1,33;121;9102
311455 CARNEIRINHO;4,61;223;4842
311460 CARRANCAS;2,99;53;1770
311470 CARVALHOPOLIS;3,61;61;1691
311480 CARVALHOS;4,27;86;2013
311490 CASA GRANDE;5,39;47;872
311500 CASCALHO RICO;1,89;29;1534
311510 CASSIA;3,71;313;8430
311520 CONCEICAO DA BARRA DE MINAS;5,52;98;1775
311530 CATAGUASES;7,8;2476;31757
311535 CATAS ALTAS;6,98;153;2191
311540 CATAS ALTAS DA NORUEGA;12,42;193;1554
311545 CATUJI;8,3;181;2181
311547 CATUTI;6,72;143;2129
311550 CAXAMBU;10,02;1080;10780
311560 CEDRO DO ABAETE;8,74;52;595
311570 CENTRAL DE MINAS;8,57;212;2474
311580 CENTRALINA;4,98;223;4474
311590 CHACARA;1,61;18;1115
311600 CHALE;4,32;120;2779
311610 CHAPADA DO NORTE;5,82;300;5159
311615 CHAPADA GAUCHA;7,49;365;4874
311620 CHIADOR;3,72;48;1289
311630 CIPOTANEA;4,09;120;2934
311640 CLARAVAL;3,3;75;2276
311650 CLARO DOS POCOES;6,01;230;3830
311660 CLAUDIO;3,92;549;13992
311670 COIMBRA;3,34;103;3082
311680 COLUNA;4,79;195;4073
311690 COMENDADOR GOMES;1,09;18;1653
311700 COMERCINHO;4,69;166;3543
311710 CONCEICAO DA APARECIDA;3,89;201;5165
311720 CONCEICAO DAS PEDRAS;1,66;20;1206
311730 CONCEICAO DAS ALAGOAS;5,17;585;11318
311740 CONCEICAO DE IPANEMA;3,66;81;2214
311750 CONCEICAO DO MATO DENTRO;7,46;577;7737
311760 CONCEICAO DO PARA;5,52;142;2573
311770 CONCEICAO DO RIO VERDE;5,59;358;6407
311780 CONCEICAO DOS OUROS;3,1;163;5254
311783 CONEGO MARINHO;14,66;470;3207
311787 CONFINS;6,26;205;3274
311790 CONGONHAL;2,94;160;5439
311800 CONGONHAS;8,76;2055;23471
311810 CONGONHAS DO NORTE;6,58;81;1231
311820 CONQUISTA;3,94;128;3252
311830 CONSELHEIRO LAFAIETE;7,97;4557;57168
311840 CONSELHEIRO PENA;7,03;626;8910
311850 CONSOLACAO;5,58;47;842
311860 CONTAGEM;7,26;23703;326318
311870 COQUEIRAL;5,6;257;4589
311880 CORACAO DE JESUS;8,16;1023;12538
311890 CORDISBURGO;4,75;194;4087
311900 CORDISLANDIA;2,56;39;1521
311910 CORINTO;7,67;743;9690
311920 COROACI;5,75;245;4259
311930 COROMANDEL;3,6;516;14344
311940 CORONEL FABRICIANO;10,22;5010;49003
311950 CORONEL MURTA;10,36;440;4246
311960 CORONEL PACHECO;5,68;79;1390
311970 CORONEL XAVIER CHAVES;4,24;55;1296
311980 CORREGO DANTA;1,53;24;1569
311990 CORREGO DO BOM JESUS;2,94;52;1768
311995 CORREGO FUNDO;7,15;208;2910
312000 CORREGO NOVO;2,93;32;1091
312010 COUTO DE MAGALHAES DE MINAS;15,44;246;1593
312015 CRISOLITA;7,31;170;2326
312020 CRISTAIS;2,94;182;6192
312030 CRISTALIA;12,69;268;2112
312040 CRISTIANO OTONI;11,16;264;2365
312050 CRISTINA;4,49;218;4860
312060 CRUCILANDIA;2,9;67;2309
312070 CRUZEIRO DA FORTALEZA;6,03;118;1957
312080 CRUZILIA;8,15;598;7333
312083 CUPARAQUE;8,6;153;1779
312087 CURRAL DE DENTRO;12,07;299;2477
312090 CURVELO;9,71;3459;35626
312100 DATAS;7,71;182;2360
312110 DELFIM MOREIRA;2,51;94;3738
312120 DELFINOPOLIS;0,94;30;3192
312125 DELTA;6,37;221;3467
312130 DESCOBERTO;5,04;111;2203
312140 DESTERRO DE ENTRE RIOS;2,76;75;2716
312150 DESTERRO DO MELO;5,34;89;1666
312160 DIAMANTINA;7,89;1735;22000
312170 DIOGO DE VASCONCELOS;8,98;123;1369
312180 DIONISIO;13,45;549;4081
312190 DIVINESIA;5,14;77;1498
312200 DIVINO;3,06;261;8533
312210 DIVINO DAS LARANJEIRAS;7,63;144;1887
312220 DIVINOLANDIA DE MINAS;9,1;286;3144
312230 DIVINOPOLIS;4,06;4758;117166
312235 DIVISA ALEGRE;12,07;309;2561
312240 DIVISA NOVA;2,83;79;2795
312245 DIVISOPOLIS;11;445;4046
312247 DOM BOSCO;5,27;94;1783
312250 DOM CAVATI;6,29;149;2367
312260 DOM JOAQUIM;4,85;91;1876
312270 DOM SILVERIO;6,38;164;2570
312280 DOM VICOSO;5,79;73;1261
312290 DONA EUSEBIA;2,51;78;3104
312300 DORES DE CAMPOS;2,51;120;4787
312310 DORES DE GUANHAES;4,05;82;2026
312320 DORES DO INDAIA;4,86;335;6891
312330 DORES DO TURVO;5,09;84;1649
312340 DORESOPOLIS;4,04;28;693
312350 DOURADOQUARA;7,8;88;1128
312352 DURANDE;3,04;111;3657
312360 ELOI MENDES;4,81;588;12230
312370 ENGENHEIRO CALDAS;8,01;324;4043
312380 ENGENHEIRO NAVARRO;9,67;309;3197
312385 ENTRE FOLHAS;12,53;251;2003
312390 ENTRE RIOS DE MINAS;5,93;360;6067
312400 ERVALIA;2,6;233;8967
312410 ESMERALDAS;7,59;2124;27974
312420 ESPERA FELIZ;4,01;448;11160
312430 ESPINOSA;9,1;1267;13924
312440 ESPIRITO SANTO DO DOURADO;0,86;22;2546
312450 ESTIVA;1,53;94;6150
312460 ESTRELA DALVA;5,43;63;1160
312470 ESTRELA DO INDAIA;5,95;91;1530
312480 ESTRELA DO SUL;6,31;246;3898
312490 EUGENOPOLIS;4,46;221;4953
312500 EWBANK DA CAMARA;4,53;68;1501
312510 EXTREMA;4,56;719;15784
312520 FAMA;1,55;19;1227
312530 FARIA LEMOS;5,27;85;1613
312540 FELICIO DOS SANTOS;3,26;70;2148
312550 SAO GONCALO DO RIO PRETO;7,87;115;1461
312560 FELISBURGO;10,36;282;2722
312570 FELIXLANDIA;8,91;600;6733
312580 FERNANDES TOURINHO;5,68;71;1251
312590 FERROS;6,34;282;4449
312595 FERVEDOURO;6,02;242;4018
312600 FLORESTAL;5,33;193;3620
312610 FORMIGA;3,35;1097;32718
312620 FORMOSO;10,92;399;3655
312630 FORTALEZA DE MINAS;2,59;49;1895
312640 FORTUNA DE MINAS;7,61;109;1432
312650 FRANCISCO BADARO;6,54;321;4905
312660 FRANCISCO DUMONT;5,66;128;2262
312670 FRANCISCO SA;7,09;740;10441
312675 FRANCISCOPOLIS;5,11;119;2329
312680 FREI GASPAR;4,37;101;2313
312690 FREI INOCENCIO;10,05;370;3683
312695 FREI LAGONEGRO;3,75;39;1040
312700 FRONTEIRA;6,81;469;6891
312705 FRONTEIRA DOS VALES;9,85;156;1583
312707 FRUTA DE LEITE;6,66;164;2462
312710 FRUTAL;4,24;1158;27302
312720 FUNILANDIA;7,55;108;1431
312730 GALILEIA;8,51;230;2703
312733 GAMELEIRAS;9,19;211;2295
312735 GLAUCILANDIA;13,46;187;1389
312737 GOIABEIRA;7,43;84;1130
312738 GOIANA;6,86;120;1748
312740 GONCALVES;2,17;46;2118
312750 GONZAGA;14,19;298;2100
312760 GOUVEIA;6,26;324;5172
312770 GOVERNADOR VALADARES;9,72;12186;125356
312780 GRAO MOGOL;8,2;538;6563
312790 GRUPIARA;3,28;23;702
312800 GUANHAES;8,21;1240;15103
312810 GUAPE;2,79;191;6844
312820 GUARACIABA;1,59;76;4790
312825 GUARACIAMA;4,51;98;2173
312830 GUARANESIA;4,52;440;9727
312840 GUARANI;4,11;170;4141
312850 GUARARA;6,57;118;1796
312860 GUARDA-MOR;5,23;169;3233
312870 GUAXUPE;4,68;1188;25387
312880 GUIDOVAL;2,64;91;3445
312890 GUIMARANIA;5,31;178;3351
312900 GUIRICEMA;3,01;118;3914
312910 GURINHATA;3,28;100;3050
312920 HELIODORA;1,43;39;2726
312930 IAPU;5,61;211;3761
312940 IBERTIOGA;4,54;95;2091
312950 IBIA;4,86;551;11340
312960 IBIAI;7,64;243;3181
312965 IBIRACATU;17,11;371;2168
312970 IBIRACI;1,61;99;6163
312980 IBIRITE;7,66;5836;76174
312990 IBITIURA DE MINAS;1,84;33;1793
313000 IBITURUNA;4,71;55;1167
313005 ICARAI DE MINAS;7,26;353;4859
313010 IGARAPE;6,9;1124;16284
313020 IGARATINGA;2,31;109;4717
313030 IGUATAMA;5,32;208;3912
313040 IJACI;5,97;159;2662
313050 ILICINEA;1,75;99;5666
313055 IMBE DE MINAS;3,91;103;2633
313060 INCONFIDENTES;2,57;92;3584
313065 INDAIABIRA;6,31;209;3310
313070 INDIANOPOLIS;2,11;61;2888
313080 INGAI;3,11;39;1256
313090 INHAPIM;6,07;646;10639
313100 INHAUMA;6,92;198;2861
313110 INIMUTABA;7,62;243;3188
313115 IPABA;13,97;971;6951
313120 IPANEMA;7,08;590;8338
313130 IPATINGA;9,18;10667;116137
313140 IPIACU;4,63;85;1836
313150 IPUIUNA;3,51;175;4992
313160 IRAI DE MINAS;2,76;92;3328
313170 ITABIRA;10,73;6005;55948
313180 ITABIRINHA;7,89;342;4337
313190 ITABIRITO;7,32;1683;22994
313200 ITACAMBIRA;6,11;123;2013
313210 ITACARAMBI;14,51;994;6852
313220 ITAGUARA;2,05;137;6685
313230 ITAIPE;4,75;256;5390
313240 ITAJUBA;6,13;2720;44362
313250 ITAMARANDIBA;6,17;951;15414
313260 ITAMARATI DE MINAS;4,4;95;2160
313270 ITAMBACURI;10,49;999;9527
313280 ITAMBE DO MATO DENTRO;2,04;18;881
313290 ITAMOGI;2,68;140;5225
313300 ITAMONTE;4,5;322;7158
313310 ITANHANDU;6,42;471;7340
313320 ITANHOMI;6,07;277;4564
313330 ITAOBIM;8,82;766;8680
313340 ITAPAGIPE;4,16;294;7067
313350 ITAPECERICA;3,19;313;9816
313360 ITAPEVA;5,27;205;3891
313370 ITATIAIUCU;6,46;299;4625
313375 ITAU DE MINAS;6,94;503;7248
313380 ITAUNA;6,38;2911;45658
313390 ITAVERAVA;2,75;74;2695
313400 ITINGA;13,45;744;5533
313410 ITUETA;4,86;121;2490
313420 ITUIUTABA;6,15;3124;50820
313430 ITUMIRIM;6,82;159;2330
313440 ITURAMA;4,98;885;17786
